hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone_number,credit_card,total_stay_duration
Resort Hotel,1,33,2015,7,31,27,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,134.0,0,0,Canceled,25/06/15,Gregory Blevins,Gregory.Blevins80@verizon.com,233-060-0626,************6869,5
Resort Hotel,0,30,2015,7,31,27,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,149.0,0,Transient,107.2,0,0,Check-Out,1/8/2015,Miss Patricia Davidson,Miss.Davidson@att.com,261-079-5872,************6729,5
Resort Hotel,1,34,2015,7,31,27,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,164.0,0,0,Canceled,6/7/2015,Krista Christensen,KristaChristensen@xfinity.com,222-243-1300,************6726,5
Resort Hotel,1,298,2015,7,31,27,1,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,149.0,0,Transient,183.45,0,1,Canceled,17/03/15,Shannon Salazar,Shannon_S@verizon.com,990-929-7937,************3899,6
Resort Hotel,0,35,2015,7,31,27,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,159.6,1,1,Check-Out,2/8/2015,Cindy Rodriguez,CRodriguez@outlook.com,746-950-9456,************6897,6
Resort Hotel,0,40,2015,7,31,27,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,0,Check-Out,2/8/2015,Sarah Sanders,Sarah.Sanders@comcast.net,846-646-0178,************1074,6
Resort Hotel,1,101,2015,7,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,164.0,0,2,Canceled,13/05/15,Ryan Long,RyanLong@xfinity.com,279-178-7447,************7658,7
Resort Hotel,1,101,2015,7,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,219.43,0,2,Canceled,13/05/15,Thomas Dixon,Thomas.Dixon@verizon.com,808-550-5279,************4888,7
Resort Hotel,1,101,2015,7,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,134.0,0,2,Canceled,13/05/15,Matthew Wood,Matthew.W68@yahoo.com,841-154-6448,************4229,7
Resort Hotel,1,101,2015,7,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,164.0,0,2,Canceled,13/05/15,Darryl Hernandez,Darryl_H@hotmail.com,748-458-1794,************7218,7
Resort Hotel,0,38,2015,7,31,27,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,149.0,0,Transient,107.2,0,0,Check-Out,3/8/2015,Diana Singleton,Singleton_Diana@gmail.com,641-257-7229,************6900,7
Resort Hotel,0,76,2015,7,31,27,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,149.0,0,Transient,102.72,0,1,Check-Out,3/8/2015,Stacey Brewer,Brewer_Stacey@hotmail.com,907-099-1001,************4310,7
Resort Hotel,0,70,2015,7,31,28,0,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241.0,149.0,0,Transient,114.85,0,1,Check-Out,29/07/15,Kimberly Phillips,Kimberly_P16@protonmail.com,282-580-3008,************9206,1
Resort Hotel,0,70,2015,7,31,28,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241.0,149.0,0,Transient,114.85,0,1,Check-Out,29/07/15,Drew Olson,Olson.Drew@aol.com,845-047-6194,************2022,1
Resort Hotel,0,68,2015,7,31,28,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,149.0,0,Transient,135.0,1,1,Check-Out,30/07/15,Jeremy Jefferson,Jeremy_Jefferson@att.com,715-802-5941,************5906,2
Resort Hotel,1,63,2015,7,31,28,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,195.0,0,0,Canceled,7/7/2015,Natalie Richardson,NatalieRichardson31@yandex.com,542-578-6042,************7538,3
Resort Hotel,1,11,2015,7,31,28,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,173.0,0,0,Canceled,27/07/15,Christina Torres,Christina_T39@protonmail.com,782-825-3176,************2779,3
Resort Hotel,0,32,2015,7,31,28,0,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,149.0,0,Transient,107.0,0,1,Check-Out,1/8/2015,Jacob Taylor,Taylor_Jacob@comcast.net,266-870-3906,************5159,4
Resort Hotel,0,29,2015,7,31,28,0,4,2,0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,149.0,0,Transient,107.0,0,1,Check-Out,1/8/2015,Mrs. Kelly Dominguez,MDominguez61@xfinity.com,724-968-5293,************5570,4
Resort Hotel,0,47,2015,7,31,28,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,240.0,149.0,0,Transient,164.0,0,2,Check-Out,1/8/2015,Wayne Allison,Wayne_A@yahoo.com,918-654-0454,************2884,4
Resort Hotel,0,50,2015,7,31,28,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,138.8,0,1,Check-Out,2/8/2015,Michelle Hall DDS,DDS.Michelle@mail.com,636-971-0504,************7079,5
Resort Hotel,1,29,2015,7,31,28,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,154.0,0,2,Canceled,16/07/15,Antonio Ferguson,Antonio_F@yandex.com,486-975-4010,************6718,5
Resort Hotel,0,36,2015,7,31,28,0,5,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,149.0,0,Transient,135.0,0,0,Check-Out,2/8/2015,Ashley Farley,Farley_Ashley@gmail.com,713-668-5156,************3172,5
Resort Hotel,0,49,2015,7,31,28,1,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,149.0,0,Transient,103.18,0,1,Check-Out,3/8/2015,Michael Montgomery,Michael.Montgomery80@gmail.com,447-742-7376,************3738,6
Resort Hotel,1,70,2015,7,31,28,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,149.0,0,Contract,115.5,0,0,Canceled,22/05/15,Gabriel Mills,GMills@protonmail.com,250-155-3297,************7284,8
Resort Hotel,0,110,2015,7,31,28,2,8,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,149.0,0,Transient,90.95,0,1,Check-Out,7/8/2015,Brent Aguilar,Aguilar_Brent@mail.com,880-430-1082,************4965,10
Resort Hotel,0,8,2015,7,31,29,0,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,142.0,149.0,0,Contract,0.0,0,0,Check-Out,29/07/15,Ian Ray,Ian.R@verizon.com,176-073-5188,************2553,0
Resort Hotel,1,119,2015,7,31,29,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,108.54,0,1,Canceled,4/4/2015,Sean Hall,Sean.Hall@gmail.com,304-456-0081,************6643,4
Resort Hotel,0,30,2015,7,31,29,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,149.0,0,Transient,146.0,1,2,Check-Out,2/8/2015,Jeffrey Craig,Jeffrey.Craig@gmail.com,985-003-0462,************1008,4
Resort Hotel,1,29,2015,7,31,29,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,165.4,0,1,Canceled,2/7/2015,Andrea Mclaughlin,Andrea.Mclaughlin@verizon.com,655-747-0750,************3466,5
Resort Hotel,0,71,2015,7,31,29,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,149.0,0,Transient,134.0,0,0,Check-Out,3/8/2015,Stephanie Burch,Stephanie.B@zoho.com,562-385-4037,************4022,5
Resort Hotel,1,37,2015,7,31,29,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,196.0,149.0,0,Transient,133.0,0,1,Canceled,27/07/15,Julie Powers,Powers_Julie@xfinity.com,284-996-0209,************9252,5
Resort Hotel,1,40,2015,7,31,29,1,4,3,0,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,240.0,149.0,0,Transient,240.0,0,0,Canceled,22/06/15,Stanley Jones,StanleyJones20@zoho.com,865-949-2060,************3146,5
Resort Hotel,0,37,2015,7,31,29,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,149.0,0,Transient,157.0,0,1,Check-Out,3/8/2015,Carla Harris,CarlaHarris@protonmail.com,325-049-5256,************1594,5
Resort Hotel,0,0,2015,7,31,29,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,240.0,149.0,0,Transient,188.0,0,0,Check-Out,30/07/15,Brett Jones,Brett.Jones@outlook.com,379-607-9199,************4579,1
Resort Hotel,1,37,2015,7,31,29,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,196.0,149.0,0,Transient,133.0,0,1,Canceled,27/07/15,Robert Suarez,RSuarez@att.com,226-411-3149,************1429,5
Resort Hotel,0,37,2015,7,31,29,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,149.0,0,Transient,145.0,0,1,Check-Out,3/8/2015,Mark Sparks,Mark.S44@zoho.com,668-752-4132,************7838,5
Resort Hotel,0,97,2015,7,31,29,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,134.0,0,2,Check-Out,3/8/2015,Zachary Gomez,Gomez_Zachary@verizon.com,431-718-7313,************6510,5
Resort Hotel,1,71,2015,7,31,29,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,134.0,0,0,Canceled,23/05/15,Jill Rowe,JRowe@att.com,499-209-2431,************8146,5
Resort Hotel,1,118,2015,7,31,29,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,149.0,0,Transient,186.0,0,2,Canceled,10/7/2015,Stacey Harper,Stacey.Harper@hotmail.com,835-479-0305,************9266,5
Resort Hotel,0,102,2015,7,31,29,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,149.0,0,Transient,90.95,0,1,Check-Out,5/8/2015,Mark Burke,Burke.Mark73@protonmail.com,983-535-0293,************9876,7
Resort Hotel,1,54,2015,7,31,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,149.0,0,Transient,141.65,0,0,Canceled,8/6/2015,Mark Austin,Mark_Austin@aol.com,757-918-6031,************3031,7
Resort Hotel,1,58,2015,7,31,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147.0,149.0,0,Transient,99.24,0,0,Canceled,5/6/2015,Ashley Hart,Hart.Ashley@xfinity.com,222-969-3101,************5043,7
Resort Hotel,0,34,2015,7,31,29,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,149.0,0,Transient,108.06,0,1,Check-Out,4/8/2015,Douglas Thomas,Thomas_Douglas@zoho.com,474-955-3407,************8992,6
Resort Hotel,1,105,2015,7,31,29,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,149.0,0,Transient,90.95,0,0,Canceled,15/04/15,Molly Wright,Wright_Molly@mail.com,415-197-3575,************1998,7
Resort Hotel,1,47,2015,7,31,29,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,149.0,0,Transient,148.63,0,1,Canceled,17/06/15,Cynthia Leon,Leon.Cynthia@yandex.com,807-612-9759,************7264,8
Resort Hotel,1,15,2015,7,31,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,149.0,0,Transient,173.0,0,3,Canceled,16/07/15,Mary Morales,Mary.M@verizon.com,843-803-5843,************4826,1
Resort Hotel,0,37,2015,7,31,30,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,134.0,149.0,0,Transient,107.0,0,0,Check-Out,31/07/15,Alexis Henry,Alexis.H75@zoho.com,699-260-1111,************1233,1
Resort Hotel,1,0,2015,7,31,30,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,240.0,270.0,0,Transient,114.0,0,0,Canceled,30/07/15,Stacey Shields,StaceyShields@aol.com,748-709-5841,************6104,1
Resort Hotel,1,8,2015,7,31,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240.0,149.0,0,Transient,153.0,0,1,Canceled,30/07/15,Scott Owens,Owens_Scott@protonmail.com,398-377-3824,************4298,1
Resort Hotel,0,17,2015,7,31,30,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,149.0,0,Transient,153.0,0,1,Check-Out,1/8/2015,Teresa Davis,Teresa.Davis67@mail.com,383-104-1391,************1612,2
Resort Hotel,0,3,2015,7,31,30,0,3,3,1,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,250.33,0,2,Check-Out,2/8/2015,Nicholas Diaz,Diaz.Nicholas15@aol.com,181-924-2851,************8353,3
Resort Hotel,1,30,2015,7,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,149.0,0,Transient,146.67,0,2,Canceled,6/7/2015,Laura Turner,Laura_Turner78@zoho.com,295-879-7142,************9081,3
Resort Hotel,1,31,2015,7,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,149.0,0,Transient,154.0,0,2,Canceled,30/06/15,Jessica Anderson,Jessica_Anderson@yahoo.com,343-139-3208,************1560,3
Resort Hotel,1,66,2015,7,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,0,Canceled,11/6/2015,Robert Navarro,RNavarro@protonmail.com,383-715-7728,************9038,3
Resort Hotel,0,52,2015,7,31,30,0,3,2,2,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,149.0,0,Transient,280.74,1,0,Check-Out,30/07/15,Margaret Cunningham,MCunningham18@att.com,606-060-3938,************4269,3
Resort Hotel,0,20,2015,7,31,30,1,3,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,149.0,0,Transient,193.0,0,1,Check-Out,3/8/2015,Jason Taylor,Jason_Taylor@xfinity.com,834-598-2553,************5145,4
Resort Hotel,1,30,2015,7,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,149.0,0,Transient,146.67,0,2,Canceled,6/7/2015,Anthony Lane,Anthony_Lane@yandex.com,551-439-3252,************2637,3
Resort Hotel,1,31,2015,7,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,149.0,0,Transient,154.0,0,2,Canceled,30/06/15,Samuel Cooper,Samuel_C@aol.com,742-011-8977,************5166,3
Resort Hotel,1,62,2015,7,31,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,154.5,0,0,Canceled,9/6/2015,Mr. Sean Wilcox DVM,Mr._DVM@att.com,734-058-6523,************4934,4
Resort Hotel,1,65,2015,7,31,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,0,Canceled,11/6/2015,Ashley Morgan MD,AshleyMD@yandex.com,403-040-8855,************1676,4
Resort Hotel,1,64,2015,7,31,30,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,149.0,0,Transient,137.8,0,0,Canceled,8/6/2015,Barry Green,BGreen53@verizon.com,374-933-0251,************1472,5
Resort Hotel,0,77,2015,7,31,30,2,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,240.0,149.0,0,Transient,160.0,1,3,Check-Out,8/8/2015,Terry Thomas,TerryThomas41@hotmail.com,913-113-4501,************2532,9
Resort Hotel,0,75,2015,7,31,30,2,7,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,149.0,0,Transient-Party,125.89,0,1,Check-Out,8/8/2015,Leslie Stout,LStout@att.com,647-572-3297,************9011,9
Resort Hotel,0,75,2015,7,31,30,2,7,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,149.0,0,Transient-Party,125.89,0,1,Check-Out,8/8/2015,Brandon Anderson,Brandon_A@yahoo.com,957-743-1826,************7739,9
Resort Hotel,1,62,2015,7,31,30,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,149.0,0,Transient,126.71,0,0,Canceled,24/06/15,Stephanie Bradford,Stephanie.B@yahoo.com,826-081-9737,************5727,7
Resort Hotel,0,42,2015,7,31,31,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,142.0,149.0,0,Contract,0.0,0,0,Check-Out,31/07/15,Dustin Taylor,DTaylor@mail.com,105-980-8487,************6105,0
Resort Hotel,0,46,2015,7,31,31,0,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,I,0,No Deposit,240.0,149.0,0,Transient,0.0,1,0,Check-Out,31/07/15,Maria Jones,Maria.Jones@gmail.com,302-131-5057,************4306,0
Resort Hotel,0,0,2015,7,31,31,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,240.0,149.0,0,Transient,188.0,0,0,Check-Out,1/8/2015,Ronald West,Ronald.West@att.com,798-960-1110,************4636,1
Resort Hotel,1,25,2015,7,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,153.0,0,2,Canceled,6/7/2015,Bryce Burch,Bryce.B24@mail.com,360-805-3018,************3344,1
Resort Hotel,1,16,2015,7,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,173.0,0,3,Canceled,16/07/15,Joseph Webster,Joseph.Webster@zoho.com,656-379-6102,************7315,1
Resort Hotel,1,16,2015,7,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,173.0,0,3,Canceled,16/07/15,Barbara Morris,Barbara_M70@protonmail.com,249-347-1834,************1750,1
Resort Hotel,0,16,2015,7,31,31,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient-Party,120.0,0,1,Check-Out,2/8/2015,Jessica Armstrong,Armstrong_Jessica@att.com,388-355-5572,************9685,2
Resort Hotel,1,4,2015,7,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,149.0,0,Transient,154.8,0,3,Canceled,31/07/15,Michael Roberson,Michael.Roberson@comcast.net,516-864-3611,************9711,2
Resort Hotel,0,4,2015,7,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient-Party,192.0,0,2,Check-Out,2/8/2015,Alec Woods,Alec.W@verizon.com,609-087-3652,************2581,2
Resort Hotel,1,25,2015,7,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,153.0,0,0,Canceled,6/7/2015,Jesus Dorsey,Jesus.D@hotmail.com,898-234-3246,************5196,2
Resort Hotel,1,83,2015,7,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,1,Canceled,16/06/15,Adam Lyons,Adam.L@comcast.net,257-582-0551,************2026,2
Resort Hotel,0,4,2015,7,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient-Party,192.0,1,2,Check-Out,2/8/2015,Billy Waller,Waller.Billy@xfinity.com,785-171-9796,************3649,2
Resort Hotel,1,56,2015,7,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,0,Canceled,21/07/15,Denise Johnson,DJohnson92@comcast.net,958-018-7014,************4497,2
Resort Hotel,1,32,2015,7,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,164.0,0,2,Canceled,13/07/15,Brenda Adams,Adams.Brenda@outlook.com,997-584-2803,************5186,2
Resort Hotel,0,32,2015,7,31,31,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,149.0,0,Transient,219.5,0,0,Check-Out,2/8/2015,Teresa Davis,Davis_Teresa@xfinity.com,440-823-0532,************9808,2
Resort Hotel,0,0,2015,7,31,31,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,149.0,0,Transient,192.5,0,1,Check-Out,2/8/2015,Amanda Martinez,Amanda.M@gmail.com,879-495-1469,************8342,2
Resort Hotel,1,18,2015,7,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,149.7,0,1,Canceled,15/07/15,Donald Martinez,Martinez_Donald@protonmail.com,147-430-9345,************1023,3
Resort Hotel,1,23,2015,7,31,31,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,111.92,0,0,Canceled,14/07/15,Joshua Lopez,JLopez30@xfinity.com,472-422-0459,************3737,3
Resort Hotel,1,39,2015,7,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,120.6,0,1,Canceled,11/7/2015,Wendy Young,Wendy.Young92@protonmail.com,986-876-4404,************8516,3
Resort Hotel,1,18,2015,7,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,149.7,0,1,Canceled,15/07/15,Wesley Mejia,Wesley_Mejia73@gmail.com,264-850-1523,************1110,3
Resort Hotel,1,18,2015,7,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,173.0,0,3,Canceled,15/07/15,Alex Thomas,Thomas.Alex81@yahoo.com,732-997-3969,************3570,3
Resort Hotel,1,23,2015,7,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,149.0,0,Transient,112.0,0,1,Canceled,14/07/15,Robert Jones,Robert.Jones@aol.com,597-396-8892,************3572,3
Resort Hotel,0,286,2015,7,31,31,2,2,1,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,2.0,149.0,0,Transient,57.6,0,0,Check-Out,4/8/2015,Meagan Gonzalez,Gonzalez_Meagan43@mail.com,495-280-4412,************8804,4
Resort Hotel,0,72,2015,7,31,31,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,149.0,0,Transient,214.0,1,0,Check-Out,4/8/2015,Matthew Rivera,MRivera@yahoo.com,617-709-9598,************6934,4
Resort Hotel,1,136,2015,7,31,31,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,149.0,0,Transient,172.0,0,0,Canceled,9/7/2015,Cameron Hunt,Hunt_Cameron@yahoo.com,779-594-5356,************7926,4
Resort Hotel,0,58,2015,7,31,31,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,105.0,149.0,0,Transient,157.8,0,0,Check-Out,5/8/2015,Ryan Flores,RyanFlores42@outlook.com,936-225-8407,************3077,5
Resort Hotel,0,80,2015,7,31,31,2,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,149.0,0,Transient,170.33,1,1,Check-Out,6/8/2015,Sabrina Walker,Walker.Sabrina@mail.com,812-064-9296,************3395,6
Resort Hotel,0,113,2015,7,31,31,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,149.0,0,Contract,119.25,0,0,Check-Out,10/8/2015,Amanda Mckinney,Amanda.Mckinney@xfinity.com,578-438-0820,************3432,10
Resort Hotel,0,129,2015,8,31,1,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,67.0,149.0,0,Transient,96.3,0,0,Check-Out,3/8/2015,Debra Franco,DFranco@yahoo.com,678-474-7635,************5320,2
Resort Hotel,1,84,2015,8,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,149.0,0,Transient-Party,118.06,0,0,Canceled,12/5/2015,Paul Wilson,Wilson.Paul@yahoo.com,170-353-5420,************6455,3
Resort Hotel,1,84,2015,8,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,149.0,0,Transient-Party,118.06,0,0,Canceled,12/5/2015,William Miranda,William.M78@hotmail.com,142-296-9037,************5066,3
Resort Hotel,1,89,2015,8,31,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,240.0,149.0,0,Transient,154.0,0,0,Canceled,4/5/2015,Laura Watson,Laura_W94@verizon.com,728-157-6959,************2916,1
Resort Hotel,1,10,2015,8,31,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,240.0,149.0,0,Transient-Party,202.0,0,0,Canceled,29/07/15,Michael Sanchez,Michael.S16@verizon.com,474-233-0704,************9778,1
Resort Hotel,1,80,2015,8,31,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,149.0,0,Transient,134.0,0,2,Canceled,16/07/15,Robin Kelly,Robin_K@aol.com,478-099-5822,************8260,1
